hotel,is_canceled,lead_time,,,arrival_date_week_number,,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,,reserved_room_type,customer_type,adr,total_of_special_requests
Resort Hotel,0,80,,,5,,1,1,2,0,0,BB,,D,Transient,69,0
Resort Hotel,0,1,,,5,,0,1,2,0,0,BB,,F,Transient,56.21,1
Resort Hotel,0,56,,,5,,0,4,1,0,0,BB,,A,Transient,29.6,0
Resort Hotel,0,0,,,6,,0,1,2,0,0,BB,,E,Transient,68,0
Resort Hotel,0,22,,,7,,1,0,2,2,0,BB,,C,Transient,73.06,1
Resort Hotel,0,0,,,7,,0,2,2,0,0,BB,,A,Transient,52.35,1
Resort Hotel,0,27,,,7,,0,2,2,2,0,BB,,G,Transient,95,1
Resort Hotel,0,0,,,7,,0,1,2,0,0,BB,,D,Transient,68,0
Resort Hotel,0,1,,,7,,0,2,2,0,0,BB,,D,Transient,68,1
Resort Hotel,0,24,,,8,,1,0,2,0,0,BB,,D,Transient-Party,48,0
Resort Hotel,0,21,,,8,,1,0,2,0,0,BB,,E,Transient,74,0
Resort Hotel,0,65,,,7,,2,3,2,0,0,BB,,A,Transient,48,1
Resort Hotel,0,88,,,8,,1,1,2,2,0,BB,,G,Transient,89,1
Resort Hotel,0,88,,,8,,1,1,2,2,0,BB,,G,Transient,82,1
Resort Hotel,0,88,,,8,,1,1,2,2,0,BB,,G,Transient,89,1
Resort Hotel,0,19,,,9,,1,0,2,0,0,HB,,F,Transient,87.85,1
Resort Hotel,0,53,,,8,,2,3,2,2,0,BB,,G,Transient,90.4,2
Resort Hotel,0,53,,,8,,2,3,2,0,0,BB,,E,Transient,72.4,2
Resort Hotel,0,13,,,10,,2,0,2,0,0,BB,,E,Transient,87,0
Resort Hotel,0,77,,,10,,0,1,2,0,0,BB,,E,Transient,50,0
Resort Hotel,0,9,,,10,,0,1,2,0,0,BB,,A,Transient-Party,65,2
Resort Hotel,0,0,,,12,,1,0,2,0,0,BB,,F,Transient-Party,100,0
Resort Hotel,0,0,,,12,,1,0,2,0,0,BB,,F,Transient-Party,100,0
Resort Hotel,0,241,,,12,,2,5,2,0,0,BB,,D,Transient-Party,41.6,0
Resort Hotel,0,0,,,13,,0,1,2,0,0,BB,,F,Transient,100,0
Resort Hotel,0,0,,,13,,0,1,2,0,0,BB,,F,Transient,100,0
Resort Hotel,0,63,,,14,,0,2,2,0,0,BB,,A,Transient,60,2
Resort Hotel,0,151,,,14,,0,5,1,0,0,BB,,A,Transient-Party,42,0
Resort Hotel,0,14,,,14,,0,3,2,0,0,BB,,E,Transient,110,0
Resort Hotel,0,0,,,14,,0,1,2,0,0,BB,,E,Transient,110,2
Resort Hotel,0,21,,,15,,0,1,2,0,0,BB,,E,Transient,99,1
Resort Hotel,0,0,,,16,,1,0,2,0,0,BB,,D,Transient,98,0
Resort Hotel,0,0,,,16,,0,2,2,0,0,BB,,A,Transient,91,0
Resort Hotel,0,0,,,16,,0,1,2,0,0,BB,,A,Transient,80.75,0
Resort Hotel,0,84,,,16,,1,5,1,0,0,BB,,E,Transient-Party,114.6,0
Resort Hotel,0,85,,,16,,1,4,2,0,0,BB,,E,Transient-Party,74.6,1
Resort Hotel,0,0,,,16,,1,3,2,0,0,BB,,A,Transient,74.6,0
Resort Hotel,0,1,,,17,,0,1,2,0,0,BB,,E,Transient,107,0
Resort Hotel,0,96,,,19,,2,0,2,0,0,BB,,E,Transient-Party,111.25,1
Resort Hotel,0,35,,,18,,2,2,2,0,0,BB,,G,Transient,139.4,1
Resort Hotel,0,96,,,19,,2,0,2,0,0,BB,,E,Transient-Party,118.25,1
Resort Hotel,0,42,,,19,,0,2,2,0,0,BB,,D,Transient-Party,106,1
Resort Hotel,0,319,,,19,,2,2,2,0,1,BB,,A,Transient,55.5,3
Resort Hotel,0,12,,,20,,0,2,2,0,0,BB,,A,Transient,85,1
Resort Hotel,0,106,,,19,,2,5,1,0,0,BB,,F,Transient,96.25,0
Resort Hotel,0,120,,,20,,1,4,2,0,0,BB,,D,Transient,100,2
Resort Hotel,0,93,,,20,,0,3,2,0,0,BB,,C,Transient,123,2
Resort Hotel,0,25,,,21,,0,1,2,0,0,BB,,D,Transient,76,1
Resort Hotel,0,8,,,21,,0,1,1,0,0,BB,,E,Transient,72,1
Resort Hotel,0,1,,,21,,0,1,1,0,0,BB,,A,Transient,80,0
Resort Hotel,0,203,,,21,,0,3,2,0,0,BB,,A,Transient-Party,55,0
Resort Hotel,0,39,,,21,,1,2,2,0,0,BB,,C,Transient,111,1
Resort Hotel,0,1,,,22,,0,2,2,0,0,BB,,A,Transient,103,1
Resort Hotel,0,10,,,22,,1,0,3,1,0,HB,,H,Transient,178.2,1
Resort Hotel,0,9,,,21,,2,1,1,1,0,HB,,E,Transient,140.98,1
Resort Hotel,0,2,,,22,,2,0,2,0,0,HB,,E,Transient,159,0
Resort Hotel,0,32,,,21,,2,2,2,2,0,BB,,G,Transient,165,1
Resort Hotel,0,112,,,22,,2,1,2,0,0,BB,,E,Transient,117,1
Resort Hotel,0,83,,,22,,0,2,2,0,0,BB,,A,Transient,137,2
Resort Hotel,0,110,,,22,,0,2,2,0,0,BB,,E,Transient,107.8,0
Resort Hotel,0,0,,,22,,0,3,2,0,0,BB,,D,Transient,94.41,1
Resort Hotel,0,130,,,22,,1,3,1,0,0,BB,,A,Transient,122,1
Resort Hotel,0,83,,,23,,0,1,2,0,0,BB,,A,Transient,96,1
Resort Hotel,0,50,,,23,,0,1,2,0,0,BB,,E,Transient,165,0
Resort Hotel,0,21,,,24,,0,1,2,0,0,BB,,A,Transient,140,1
Resort Hotel,0,17,,,24,,0,2,2,2,0,BB,,G,Transient,234,2
Resort Hotel,0,146,,,24,,0,2,2,0,0,BB,,E,Transient-Party,154,1
Resort Hotel,0,146,,,24,,0,2,2,0,0,BB,,E,Transient-Party,142,1
Resort Hotel,0,146,,,24,,0,2,2,0,0,BB,,E,Transient-Party,140,1
Resort Hotel,0,1,,,25,,0,2,2,0,0,BB,,A,Transient,92.82,0
Resort Hotel,0,57,,,25,,0,3,2,0,0,HB,,G,Transient-Party,288,2
Resort Hotel,0,57,,,25,,0,3,2,2,0,HB,,C,Transient-Party,248,2
Resort Hotel,0,33,,,25,,0,3,2,0,0,BB,,C,Transient-Party,189.33,1
Resort Hotel,0,33,,,25,,0,3,2,2,0,BB,,C,Transient-Party,180,1
Resort Hotel,0,247,,,25,,1,3,3,0,0,HB,,H,Transient,212,1
Resort Hotel,0,19,,,25,,1,1,2,0,0,BB,,E,Transient,155,2
Resort Hotel,0,104,,,25,,2,5,1,0,0,BB,,A,Transient,111,1
Resort Hotel,0,64,,,25,,2,5,2,0,0,HB,,A,Transient,194,1
Resort Hotel,0,44,,,25,,2,2,2,0,0,BB,,A,Transient,130,1
Resort Hotel,0,112,,,26,,0,1,2,1,0,BB,,A,Transient,120.9,1
Resort Hotel,0,28,,,26,,0,1,2,0,0,BB,,A,Transient,128,1
Resort Hotel,0,45,,,26,,0,1,2,0,0,BB,,A,Transient,150,1
Resort Hotel,0,0,,,27,,1,0,2,0,0,BB,,A,Transient,117.74,1
Resort Hotel,0,1,,,27,,1,0,2,0,0,BB,,F,Transient,173,1
Resort Hotel,0,133,,,27,,1,1,2,0,0,BB,,E,Transient,170,0
Resort Hotel,0,159,,,27,,2,1,2,0,0,BB,,D,Transient,96.25,1
Resort Hotel,0,72,,,27,,0,2,2,0,0,BB,,D,Transient,162,1
Resort Hotel,0,57,,,27,,0,3,2,0,0,BB,,G,Transient,200,1
Resort Hotel,0,0,,,28,,1,0,1,0,0,BB,,G,Transient,160,0
Resort Hotel,0,153,,,28,,2,1,2,0,0,BB,,A,Transient,120,1
Resort Hotel,0,10,,,27,,2,2,2,0,0,BB,,D,Transient,177,0
Resort Hotel,0,21,,,28,,0,2,2,0,0,BB,,A,Transient,167.25,1
Resort Hotel,0,0,,,28,,0,1,2,0,0,BB,,D,Transient,96,1
Resort Hotel,0,164,,,28,,2,4,2,0,0,BB,,E,Transient,185,1
Resort Hotel,0,0,,,28,,0,1,2,0,0,BB,,A,Transient,142,1
Resort Hotel,0,89,,,28,,0,3,2,0,0,BB,,D,Transient,201.67,1
Resort Hotel,0,0,,,28,,0,1,2,1,0,BB,,A,Transient,147.7,1
Resort Hotel,0,0,,,29,,1,0,3,0,0,BB,,A,Transient,160,0
Resort Hotel,0,0,,,28,,2,1,2,0,0,BB,,D,Transient,168,0
Resort Hotel,0,0,,,28,,2,1,3,0,0,BB,,D,Transient,205.33,0
Resort Hotel,0,33,,,28,,2,5,2,0,0,BB,,F,Transient,241.86,0
Resort Hotel,0,39,,,28,,2,2,1,1,0,BB,,A,Transient,204.16,1
Resort Hotel,0,39,,,28,,2,2,2,1,0,BB,,A,Transient,220.16,1
Resort Hotel,0,199,,,28,,2,3,2,0,0,BB,,A,Transient,150,1
Resort Hotel,0,32,,,29,,0,1,2,0,0,BB,,A,Transient,190,1
Resort Hotel,0,1,,,29,,0,1,2,0,0,BB,,F,Transient,228,1
Resort Hotel,0,17,,,29,,0,2,2,0,0,BB,,D,Transient,156.6,1
Resort Hotel,0,6,,,29,,0,2,2,0,0,BB,,A,Transient,142.21,1
Resort Hotel,0,9,,,29,,0,2,3,0,0,BB,,A,Transient,222,1
Resort Hotel,0,6,,,30,,0,2,2,0,0,BB,,E,Transient,231,1
Resort Hotel,0,0,,,30,,1,2,2,0,0,BB,,A,Transient,105.31,0
Resort Hotel,0,0,,,30,,1,2,2,0,0,BB,,A,Transient,102.73,0
Resort Hotel,0,281,,,31,,2,1,2,2,0,BB,,C,Transient,170.24,1
Resort Hotel,0,60,,,30,,2,3,2,0,0,BB,,F,Transient,270,1
Resort Hotel,0,76,,,31,,0,2,2,0,0,BB,,D,Transient,250,3
Resort Hotel,0,0,,,31,,0,0,2,0,0,BB,,A,Transient,0,0
Resort Hotel,0,112,,,31,,2,3,2,0,0,BB,,F,Transient,246,1
Resort Hotel,0,117,,,31,,0,4,2,2,0,BB,,H,Transient,315.5,1
Resort Hotel,0,29,,,31,,0,2,3,0,0,BB,,A,Transient,176.4,1
Resort Hotel,0,3,,,31,,0,2,2,0,0,BB,,A,Transient,164,1
Resort Hotel,0,2,,,32,,0,1,2,2,0,BB,,G,Transient,230,1
Resort Hotel,0,27,,,32,,0,2,1,0,0,BB,,E,Transient,232,1
Resort Hotel,0,27,,,32,,0,2,2,0,0,BB,,D,Transient,202,1
Resort Hotel,0,3,,,32,,0,1,2,2,0,BB,,G,Transient,324,1
Resort Hotel,0,27,,,33,,1,0,2,0,0,BB,,A,Transient,181.2,2
Resort Hotel,0,6,,,33,,1,1,2,2,0,BB,,H,Transient,300,1
Resort Hotel,0,220,,,33,,2,1,2,2,0,BB,,C,Transient,252.33,2
Resort Hotel,0,212,,,32,,2,4,2,0,0,BB,,E,Transient,203.67,4
Resort Hotel,0,212,,,32,,2,4,2,0,0,BB,,E,Transient,203.67,4
Resort Hotel,0,212,,,32,,2,4,2,0,0,BB,,E,Transient,217.67,4
Resort Hotel,0,173,,,32,,2,4,2,0,0,BB,,D,Transient,200,4
Resort Hotel,0,5,,,33,,0,1,2,0,0,BB,,A,Transient,210,2
Resort Hotel,0,77,,,33,,0,2,2,0,0,BB,,D,Transient,216,2
Resort Hotel,0,35,,,33,,0,2,2,0,0,BB,,F,Transient,222.8,1
Resort Hotel,0,77,,,33,,0,2,2,0,0,BB,,D,Transient,200,2
Resort Hotel,0,19,,,33,,0,2,2,0,0,BB,,F,Transient,232,1
Resort Hotel,0,6,,,33,,0,2,2,0,0,BB,,D,Transient,230,0
Resort Hotel,0,24,,,33,,0,1,2,0,0,BB,,D,Transient,250,4
Resort Hotel,0,176,,,33,,0,2,2,2,0,HB,,G,Transient,279,1
Resort Hotel,0,28,,,34,,2,0,2,0,0,BB,,D,Transient,250,1
Resort Hotel,0,194,,,33,,2,2,2,0,0,BB,,A,Transient,125,0
Resort Hotel,0,64,,,34,,0,4,2,0,0,BB,,E,Transient,265,1
Resort Hotel,0,49,,,34,,1,2,2,0,0,BB,,A,Transient,157.99,1
Resort Hotel,0,30,,,34,,1,1,2,0,0,BB,,A,Transient,182,1
Resort Hotel,0,92,,,34,,2,4,3,2,0,BB,,H,Transient,328.33,2
Resort Hotel,0,125,,,35,,1,1,2,0,0,BB,,C,Transient,204,1
Resort Hotel,0,125,,,35,,1,1,2,2,0,BB,,C,Transient,228.89,1
Resort Hotel,0,21,,,35,,0,2,2,1,0,BB,,A,Transient,186,2
Resort Hotel,0,45,,,35,,0,2,2,0,0,BB,,D,Transient,214,2
Resort Hotel,0,126,,,35,,0,5,2,0,0,BB,,E,Transient,240.6,1
City Hotel,0,0,,,32,,0,1,2,0,0,SC,,A,Transient,81,0
City Hotel,0,1,,,33,,1,0,2,0,0,SC,,A,Contract,96,2
City Hotel,0,5,,,33,,4,15,2,0,0,BB,,A,Transient,75,2
City Hotel,0,39,,,33,,0,2,1,0,0,HB,,A,Transient-Party,87,0
City Hotel,0,3,,,36,,0,1,2,0,0,BB,,A,Contract,143,1
City Hotel,0,82,,,36,,0,1,2,0,0,BB,,A,Transient,89.25,2
City Hotel,0,0,,,37,,1,1,2,0,0,BB,,A,Contract,133.5,1
City Hotel,0,52,,,37,,1,1,2,0,0,BB,,A,Transient,72.76,2
City Hotel,0,8,,,37,,0,2,2,0,0,BB,,A,Transient,80.85,2
City Hotel,0,0,,,37,,0,3,2,0,0,BB,,A,Contract,152,2
City Hotel,0,0,,,37,,0,3,2,0,0,BB,,A,Contract,152,2
City Hotel,0,17,,,37,,0,2,2,0,0,SC,,A,Transient,73.92,0
City Hotel,0,34,,,37,,0,3,2,0,0,BB,,A,Contract,145.8,2
City Hotel,0,18,,,38,,0,3,2,0,0,SC,,A,Transient,73.92,1
City Hotel,0,12,,,38,,2,7,1,0,0,BB,,A,Transient,130.22,1
City Hotel,0,12,,,38,,2,7,1,0,0,BB,,A,Transient,130.22,1
City Hotel,0,15,,,38,,0,2,2,0,0,SC,,D,Contract,115,2
City Hotel,0,23,,,38,,1,4,2,0,0,BB,,D,Transient,68,1
City Hotel,0,42,,,38,,2,4,1,0,0,BB,,A,Transient,104.5,0
City Hotel,0,32,,,38,,2,2,1,0,0,SC,,A,Contract,141.53,2
City Hotel,0,41,,,38,,2,3,2,0,0,BB,,A,Transient,74.4,0
City Hotel,0,32,,,39,,0,4,2,0,0,BB,,A,Transient,155.8,1
City Hotel,0,62,,,40,,4,5,2,0,0,BB,,A,Contract,131.51,3
City Hotel,0,42,,,40,,0,1,2,0,0,BB,,A,Transient,86.4,1
City Hotel,0,51,,,40,,2,6,1,0,0,BB,,A,Transient,69.12,1
City Hotel,0,27,,,41,,1,0,2,0,0,BB,,A,Transient,80.85,1
City Hotel,0,28,,,41,,1,0,2,0,0,BB,,A,Contract,94.5,2
City Hotel,0,93,,,41,,0,4,2,0,0,BB,,A,Transient,89.25,1
City Hotel,0,45,,,42,,2,2,2,0,0,BB,,D,Transient,78.54,2
City Hotel,0,57,,,43,,0,1,2,0,0,BB,,A,Contract,94.5,1
City Hotel,0,62,,,44,,0,1,2,2,0,SC,,F,Contract,139.5,1
City Hotel,0,233,,,45,,1,1,2,0,0,BB,,A,Transient-Party,60,1
City Hotel,0,6,,,51,,0,2,1,0,0,BB,,D,Transient,74.69,0
City Hotel,0,10,,,52,,2,2,2,0,0,SC,,A,Transient,52.36,1
City Hotel,0,4,,,52,,2,5,2,0,0,BB,,D,Transient,92.43,1
City Hotel,0,21,,,53,,2,2,2,2,0,BB,,F,Transient,187,1
City Hotel,0,0,,,53,,1,0,2,0,0,BB,,A,Transient,74.69,1
City Hotel,0,30,,,1,,0,2,2,0,0,SC,,A,Transient,92,1
City Hotel,0,0,,,1,,0,1,2,0,0,BB,,A,Transient,74.67,0
City Hotel,0,2,,,2,,2,0,2,0,0,BB,,A,Transient,67.66,0
City Hotel,0,1,,,2,,0,1,2,0,0,BB,,A,Transient-Party,89,0
City Hotel,0,23,,,3,,1,0,1,0,0,SC,,A,Transient,61,0
City Hotel,0,23,,,3,,1,0,2,0,0,SC,,A,Transient,62,0
City Hotel,0,9,,,3,,0,2,2,0,0,BB,,A,Transient,80.3,1
City Hotel,0,11,,,4,,2,0,2,0,0,BB,,A,Transient,98,2
City Hotel,1,11,,,6,,2,5,2,0,0,SC,,A,Transient,79,0
City Hotel,0,53,,,6,,2,3,2,0,0,BB,,A,Transient,65.75,0
City Hotel,0,31,,,6,,0,1,2,0,0,BB,,A,Transient,80.3,1
City Hotel,0,31,,,6,,0,1,2,0,0,BB,,A,Transient,89.3,1
City Hotel,1,9,,,6,,0,1,1,0,0,BB,,A,Transient,79,0
City Hotel,1,35,,,7,,0,3,2,0,0,SC,,A,Transient,67.5,0
City Hotel,0,37,,,7,,1,2,0,2,0,BB,,B,Transient,69.5,1
City Hotel,1,22,,,7,,2,2,2,0,0,BB,,D,Transient,80.8,0
City Hotel,1,1,,,9,,1,0,2,0,0,SC,,A,Transient,85,0
City Hotel,1,10,,,9,,0,3,2,0,0,BB,,A,Transient,93,0
City Hotel,1,4,,,10,,2,1,2,0,0,BB,,D,Transient,118,0
City Hotel,1,70,,,11,,0,2,2,0,0,SC,,A,Transient,67.5,1
City Hotel,1,30,,,11,,0,3,2,2,0,BB,,B,Transient,77.5,0
City Hotel,1,29,,,11,,0,3,2,2,0,BB,,B,Transient,77.5,2
City Hotel,0,87,,,11,,1,4,1,0,0,BB,,A,Transient,53.67,1
City Hotel,1,35,,,11,,0,1,1,0,0,BB,,A,Transient,71.1,0
City Hotel,1,2,,,11,,0,1,2,0,0,SC,,A,Transient,89,0
City Hotel,1,69,,,11,,1,1,2,2,0,BB,,F,Transient,150.3,1
City Hotel,1,69,,,11,,1,1,2,2,0,BB,,F,Transient,150.3,1
City Hotel,1,69,,,11,,1,1,2,0,0,BB,,A,Transient,72.9,1
City Hotel,1,35,,,12,,1,2,2,0,0,SC,,A,Transient,71.1,0
City Hotel,0,72,,,12,,0,3,2,0,0,BB,,A,Transient,81.3,1
City Hotel,0,71,,,12,,0,2,2,0,0,BB,,B,Transient-Party,69.05,0
City Hotel,0,71,,,12,,0,2,2,0,0,BB,,B,Transient-Party,69,1
City Hotel,0,75,,,13,,1,1,2,0,0,BB,,B,Transient-Party,78.15,0
City Hotel,0,75,,,13,,1,1,2,0,0,BB,,B,Transient-Party,78,0
City Hotel,0,78,,,13,,1,5,2,2,0,BB,,F,Transient,154.7,0
City Hotel,0,89,,,13,,2,5,2,0,0,BB,,A,Transient,83.66,1
City Hotel,1,32,,,13,,0,2,2,0,0,BB,,D,Transient,149.4,0
City Hotel,0,86,,,13,,2,3,2,0,0,BB,,A,Transient,95.85,1
City Hotel,1,5,,,13,,2,5,2,0,0,BB,,D,Transient,146,0
City Hotel,1,68,,,14,,4,11,1,0,0,BB,,A,Transient,76.22,0
City Hotel,1,102,,,14,,2,4,2,0,0,SC,,A,Transient,80.75,2
City Hotel,1,14,,,15,,2,0,2,0,0,SC,,A,Transient,89,1
City Hotel,1,79,,,15,,2,4,2,0,0,BB,,D,Transient,95.2,0
City Hotel,1,46,,,15,,1,1,2,0,0,SC,,A,Transient,107.1,0
City Hotel,0,113,,,15,,1,3,2,0,0,BB,,A,Transient,63.49,2
City Hotel,1,95,,,15,,0,2,1,0,0,BB,,A,Transient,72.8,0
City Hotel,1,107,,,15,,0,2,1,0,0,BB,,A,Transient,81.9,0
City Hotel,1,77,,,15,,2,6,1,0,0,BB,,A,Transient,80.75,0
City Hotel,1,64,,,16,,1,1,2,0,0,SC,,A,Transient,94.5,1
City Hotel,1,19,,,16,,2,3,2,0,0,BB,,D,Transient,131.6,0
City Hotel,1,82,,,16,,2,4,2,0,0,BB,,D,Transient,109.37,0
City Hotel,1,56,,,17,,2,0,2,0,0,SC,,A,Transient,90,0
City Hotel,1,5,,,17,,0,1,3,1,0,BB,,E,Transient,197,0
City Hotel,1,80,,,18,,2,2,2,2,0,HB,,F,Transient,173.19,0
City Hotel,1,36,,,18,,0,1,1,0,0,SC,,A,Transient,111.6,0
City Hotel,1,37,,,18,,2,2,2,0,0,BB,,A,Transient,126.9,0
City Hotel,1,53,,,18,,0,1,1,0,0,BB,,A,Transient,116.1,0
City Hotel,1,22,,,18,,1,1,3,0,0,BB,,D,Transient,172,0
City Hotel,1,36,,,18,,2,2,1,0,0,BB,,D,Transient,140.4,0
City Hotel,1,38,,,19,,1,1,2,0,0,BB,,A,Transient,135.9,0
City Hotel,1,49,,,19,,2,5,2,0,0,BB,,A,Transient,119.85,0
City Hotel,1,68,,,19,,2,4,2,1,0,BB,,A,Transient,135.15,0
City Hotel,1,65,,,20,,1,3,1,0,0,BB,,D,Transient,132.6,0
City Hotel,1,38,,,20,,0,3,3,0,0,BB,,D,Transient,159.3,0
City Hotel,1,130,,,20,,1,3,2,0,0,BB,,D,Transient,113.05,1
City Hotel,1,39,,,20,,1,3,2,0,0,SC,,A,Transient,116.1,0
City Hotel,0,129,,,20,,1,2,1,0,0,BB,,D,Transient,121.5,1
City Hotel,1,116,,,21,,0,1,2,0,0,BB,,A,Transient,104.5,0
City Hotel,1,81,,,21,,0,1,2,0,0,SC,,A,Transient,116.1,0
City Hotel,1,29,,,21,,2,3,2,0,0,BB,,D,Transient,132.72,1
City Hotel,1,23,,,21,,1,1,1,0,0,BB,,D,Transient,156,0
City Hotel,1,76,,,22,,1,0,2,0,0,SC,,A,Transient,116.1,0
City Hotel,0,169,,,22,,0,4,2,0,0,BB,,D,Transient-Party,123.25,0
City Hotel,0,169,,,22,,0,4,2,0,0,BB,,D,Transient-Party,123.25,0
City Hotel,1,144,,,22,,2,2,2,0,0,BB,,D,Transient,118.15,1
City Hotel,1,144,,,22,,2,2,2,2,0,BB,,F,Transient,177.65,1
City Hotel,1,144,,,22,,2,2,2,2,0,BB,,F,Transient,177.65,1
City Hotel,1,110,,,23,,0,1,2,1,0,BB,,A,Transient-Party,143.1,0
City Hotel,1,37,,,23,,1,1,2,0,0,BB,,D,Transient,131.4,0
City Hotel,1,31,,,24,,0,2,2,0,0,BB,,A,Transient,110.7,1
City Hotel,1,32,,,24,,0,4,2,2,0,BB,,F,Transient,191.7,0
City Hotel,1,16,,,24,,0,1,2,2,0,BB,,F,Transient,221,0
City Hotel,1,53,,,25,,1,0,2,0,0,BB,,D,Transient,129.2,1
City Hotel,1,154,,,25,,2,1,2,2,0,BB,,F,Transient,189.9,0
City Hotel,1,153,,,25,,2,1,2,2,0,BB,,F,Transient,189.9,0
City Hotel,1,146,,,25,,2,1,2,2,0,BB,,F,Transient,178.2,3
City Hotel,1,160,,,25,,2,2,2,0,0,BB,,B,Transient-Party,103.22,1
City Hotel,1,159,,,25,,2,2,2,0,0,BB,,B,Transient-Party,103.21,0
City Hotel,1,120,,,25,,1,0,2,0,0,BB,,D,Transient-Party,140.4,0
City Hotel,1,28,,,26,,0,1,3,0,0,BB,,D,Transient,147,2
City Hotel,1,28,,,26,,0,1,2,0,0,BB,,D,Transient,126,1
City Hotel,1,37,,,27,,2,1,2,1,0,BB,,A,Transient,115.32,0
City Hotel,1,59,,,27,,1,2,2,0,0,SC,,A,Transient,101.1,0
City Hotel,1,59,,,27,,1,2,2,0,0,SC,,A,Transient,101.1,0
City Hotel,1,129,,,27,,1,4,2,0,0,SC,,A,Transient,80.75,1
City Hotel,1,89,,,27,,1,5,3,0,0,BB,,D,Transient,143.7,0
City Hotel,1,90,,,27,,1,5,2,0,0,BB,,A,Transient,114.3,0
City Hotel,1,123,,,27,,2,6,3,0,0,BB,,A,Transient,126.86,0
City Hotel,0,206,,,27,,1,3,2,0,0,BB,,E,Transient,101.83,0
City Hotel,1,113,,,27,,2,6,3,0,0,BB,,D,Transient,138.55,0
City Hotel,1,81,,,28,,2,1,2,0,0,SC,,A,Transient,103.5,1
City Hotel,1,101,,,28,,2,5,1,0,0,SC,,A,Transient,103.5,0
City Hotel,1,2,,,28,,1,0,2,0,0,BB,,A,Transient,116.45,0
City Hotel,1,23,,,28,,0,2,1,0,0,BB,,A,Transient,145,0
City Hotel,1,11,,,28,,2,6,1,0,0,BB,,A,Transient,145,0
City Hotel,1,24,,,28,,1,3,2,0,0,BB,,E,Transient,187,0
City Hotel,1,10,,,28,,0,1,2,0,0,BB,,D,Transient,99.52,0
City Hotel,1,113,,,29,,1,0,2,0,0,SC,,A,Transient,103.5,0
City Hotel,1,126,,,29,,1,2,2,0,0,SC,,A,Transient-Party,73.12,0
City Hotel,1,128,,,29,,1,2,3,0,0,BB,,A,Transient-Party,140.7,0
City Hotel,1,60,,,29,,1,4,2,0,0,BB,,D,Transient,120.6,0
City Hotel,1,60,,,29,,0,1,2,0,0,BB,,A,Transient,105.3,0
City Hotel,1,92,,,29,,0,2,2,2,0,BB,,F,Transient,177.3,0
City Hotel,1,99,,,29,,2,1,2,0,0,SC,,A,Transient,94.5,1
City Hotel,1,134,,,30,,1,0,2,0,0,SC,,A,Transient,94.5,1
City Hotel,1,68,,,31,,2,1,2,1,0,BB,,A,Transient,121.5,0
City Hotel,1,131,,,31,,1,1,1,1,0,HB,,A,Transient,164.25,0
City Hotel,1,61,,,31,,0,2,2,0,0,SC,,A,Transient,94.5,0
City Hotel,1,0,,,32,,1,0,2,0,0,SC,,A,Transient,109,1
City Hotel,1,119,,,32,,2,2,1,0,0,BB,,D,Transient,144.45,0
City Hotel,1,116,,,32,,2,5,3,0,0,BB,,D,Transient,145.41,0
City Hotel,1,34,,,33,,0,1,3,0,0,BB,,D,Transient,168.3,0
City Hotel,1,34,,,33,,0,1,2,0,0,BB,,D,Transient,149.4,0
City Hotel,1,151,,,33,,1,1,2,0,0,SC,,A,Transient,103.5,0
City Hotel,1,143,,,33,,1,1,2,0,0,BB,,A,Transient,114.3,0
City Hotel,1,151,,,33,,1,1,2,0,0,SC,,A,Transient,103.5,0
City Hotel,1,143,,,33,,1,1,2,0,0,BB,,A,Transient,114.3,0
City Hotel,1,125,,,34,,1,1,3,0,0,BB,,D,Transient,137.7,1
City Hotel,1,94,,,35,,0,4,2,0,0,BB,,D,Transient,131.4,0
City Hotel,1,54,,,35,,0,1,2,0,0,SC,,A,Transient,125.1,0
City Hotel,1,127,,,35,,0,2,3,0,0,BB,,D,Transient,128.7,0
City Hotel,1,105,,,35,,1,2,3,0,0,BB,,D,Transient,150.3,0
City Hotel,1,105,,,35,,1,2,2,0,0,BB,,D,Transient,131.4,0
City Hotel,1,176,,,35,,1,1,2,0,0,BB,,A,Transient,96.3,0
City Hotel,1,52,,,35,,2,1,3,0,0,BB,,D,Transient,150.9,1
City Hotel,1,84,,,36,,2,1,3,0,0,BB,,D,Transient,159.3,0
City Hotel,1,50,,,36,,0,1,2,0,0,SC,,A,Transient,99,0
City Hotel,1,193,,,36,,0,1,2,0,0,BB,,A,Transient,108.9,1
City Hotel,1,29,,,37,,2,0,2,0,0,BB,,D,Transient,130.15,1
City Hotel,1,12,,,37,,2,0,2,0,0,BB,,D,Transient,154,0
City Hotel,1,62,,,37,,2,2,2,0,0,BB,,B,Transient,96.23,0
City Hotel,1,62,,,37,,2,2,0,2,0,BB,,B,Transient,96.23,0
City Hotel,1,243,,,37,,4,6,1,0,0,BB,,A,Transient,89.17,0
City Hotel,1,11,,,37,,1,1,2,0,0,BB,,D,Transient,154,0
City Hotel,1,49,,,37,,1,2,1,0,0,BB,,D,Transient,115.5,1
City Hotel,1,57,,,37,,0,1,2,0,0,SC,,A,Transient,87.3,3
City Hotel,1,25,,,37,,0,1,2,0,0,SC,,A,Transient,106.2,0
City Hotel,1,25,,,37,,0,1,1,0,0,SC,,A,Transient,106.2,0
City Hotel,1,56,,,38,,2,1,2,0,0,SC,,A,Transient,125.1,0
